SID,Familiarity,Trial,Repetition,Resp,Corr,RT,ImgName
21,2,6,1,1,1,685.18,nonwin2_2.png
21,2,7,2,2,1,1073.62,nonwin2_6.png
21,2,8,1,2,1,1093.94,nonwex2.png
21,2,9,2,2,1,1138.36,nonwin3.png
21,2,10,2,1,1,1134.69,nonwex2_10.png
21,2,11,1,2,1,722.85,nonwin2_7.png
21,2,12,2,2,1,1167.46,nonwin2_9.png
21,2,13,1,2,1,1179.74,nonwin7.png
21,2,14,1,1,1,760.19,nonwin2_1.png
21,2,15,2,1,1,1116.53,nonwin2_10.png
21,2,16,1,1,1,912.94,nonwex2_5.png
21,2,17,1,1,1,789.29,nonwex3.png
21,2,18,2,1,1,1281.63,nonwex2_4.png
21,2,19,1,2,1,1406.02,nonwex2_6.png
21,2,20,2,1,1,1002.4,nonwex2_2.png
21,2,21,1,2,1,806.75,nonwex2_7.png
21,2,22,1,1,1,899.12,nonwin12.png
21,2,23,1,1,1,911.46,nonwin2_4.png
21,2,24,1,1,1,723.88,nonwex11.png
21,2,25,2,2,1,792.22,nonwin2_3.png
21,2,26,1,1,1,828.36,nonwin2.png
21,2,27,2,1,1,889,nonwex5.png
21,2,28,2,2,1,1677.33,nonwin9.png
21,2,29,1,1,1,1441.7,nonwin2_11.png
21,2,30,1,2,1,990.01,nonwex8.png
21,2,31,1,1,1,794.44,nonwin6.png
21,2,32,2,2,1,838.75,nonwex2_3.png
21,2,33,1,1,1,763.21,nonwex6.png
21,2,34,2,1,1,1431.57,nonwex12.png
21,2,35,2,2,1,1539.9,nonwin2_12.png
21,2,36,1,2,1,1472.32,nonwex4.png
21,2,37,1,2,1,1076.68,nonwin1.png
21,2,38,2,2,1,1441.03,nonwex2_1.png
21,2,39,2,2,1,1245.39,nonwin10.png
21,2,40,2,2,1,929.72,nonwex10.png
21,2,41,2,1,1,901.94,nonwin2_5.png
21,2,42,2,1,1,922.51,nonwex1.png
21,2,43,2,1,1,1254.84,nonwin11.png
21,2,44,2,1,1,875.22,nonwex7.png
21,2,45,2,1,1,1007.64,nonwin4.png
21,2,46,1,1,1,803.95,nonwin2_8.png
21,2,47,2,1,1,1056.34,nonwex9.png
21,2,48,2,2,1,1468.74,nonwin5.png
22,2,1,2,2,1,1059.55,nonwin8.png
22,2,2,1,2,1,2147.59,nonwex10.png
22,2,3,2,2,1,2320.88,nonwin2_1.png
22,2,4,2,2,1,1656.91,nonwin2_5.png
22,2,5,1,2,1,1654.16,nonwin4.png
22,2,6,1,1,1,2003.56,nonwex2_12.png
22,2,7,1,2,1,1083.58,nonwin2_11.png
22,2,8,2,2,1,1896.93,nonwin2_4.png
22,2,9,2,1,1,2150.15,nonwex1.png
22,2,10,2,1,1,1790.13,nonwin2_2.png
22,2,11,1,2,1,1931.55,nonwex2_3.png
22,2,12,1,2,1,1542.23,nonwex2.png
22,2,13,2,1,1,1486.24,nonwex2_10.png
22,2,14,1,2,1,1662.24,nonwin2_6.png
22,2,15,1,1,1,1494.24,nonwex7.png
22,2,16,2,2,1,1214.24,nonwin7.png
22,2,17,2,2,1,1646.26,nonwin3.png
22,2,18,2,1,1,1590.23,nonwin10.png
22,2,19,1,1,1,1344.89,nonwin1.png
22,2,20,2,2,1,1288.89,nonwin2_3.png
22,2,21,2,2,1,1104.81,nonwin2_10.png
22,2,22,2,2,1,2240.9,nonwex12.png
22,2,23,1,2,1,880.92,nonwex2_8.png
22,2,24,2,2,1,1912.92,nonwin2_8.png
22,2,25,1,2,1,1502.1,nonwin2.png
22,2,26,2,2,1,1638.24,nonwex4.png
22,2,27,1,1,1,1315.57,nonwex9.png
22,2,28,2,2,1,1611.54,nonwex2_7.png
22,2,29,2,2,1,1792.98,nonwex6.png
22,2,30,1,2,1,2091.58,nonwex2_5.png
22,2,31,1,2,1,1851.53,nonwex5.png
22,2,32,2,2,1,1523.57,nonwin12.png
22,2,33,1,2,1,1171.56,nonwex2_9.png
22,2,34,2,2,1,1595.52,nonwin5.png
22,2,35,2,2,1,2787.59,nonwex2_2.png
22,2,36,1,2,1,1315.59,nonwex2_1.png
22,2,37,1,2,1,1176.91,nonwin9.png
22,2,38,1,1,1,1496.87,nonwin2_12.png
22,2,39,2,2,1,1342.26,nonwin2_9.png
22,2,40,1,2,1,1040.92,nonwex2_11.png
22,2,41,1,2,1,1064.9,nonwex3.png
22,2,42,2,2,1,1488.91,nonwex2_4.png
22,2,43,1,2,1,1312.91,nonwin11.png
22,2,44,1,2,1,1496.91,nonwin2_7.png
22,2,45,1,2,1,2184.91,nonwex8.png
22,2,46,2,2,1,1352.74,nonwex11.png
22,2,47,1,2,1,1518.26,nonwin6.png
22,2,48,2,2,1,2480.87,nonwex2_6.png
23,2,1,2,2,1,1827.58,nonwin2_7.png
23,2,2,1,2,1,1099.57,nonwin2_1.png
23,2,3,1,1,1,899.59,nonwex2_10.png
23,2,4,1,1,1,1387.57,nonwin2_3.png
23,2,5,2,2,1,1499.57,nonwex2_1.png
23,2,6,2,2,1,1891.59,nonwex2_5.png
23,2,7,2,1,1,2315.59,nonwin2.png
23,2,8,2,1,1,1619.58,nonwex3.png
23,2,9,1,2,1,1632.89,nonwex2_2.png
23,2,10,1,1,1,1040.89,nonwin2_10.png
23,2,11,1,1,1,1158.23,nonwin10.png
23,2,12,2,2,1,1563.57,nonwin2_11.png
23,2,13,1,2,1,1315.58,nonwin2_2.png
23,2,14,1,1,1,1544.89,nonwex6.png
23,2,15,1,1,1,2003.6,nonwex2_7.png
23,2,16,2,2,1,1635.59,nonwin6.png
23,2,17,1,1,1,1419.56,nonwin2_4.png
23,2,18,1,1,1,1603.6,nonwin2_5.png
23,2,19,1,2,1,963.48,nonwin8.png
23,2,20,2,1,1,1683.58,nonwex2.png
23,2,21,2,1,1,1267.48,nonwex7.png
23,2,22,2,2,1,1846.24,nonwin9.png
23,2,23,1,2,1,1150.24,nonwex12.png
23,2,24,2,2,1,1534.23,nonwex2_9.png
23,2,25,2,1,1,1342.19,nonwin2_6.png
23,2,26,1,1,1,1366.23,nonwin2_8.png
23,2,27,1,1,1,1630.23,nonwex4.png
23,2,28,2,2,1,2318.24,nonwex2_8.png
23,2,29,2,2,1,1891.57,nonwex5.png
23,2,30,1,1,1,1358.23,nonwex11.png
23,2,31,2,2,1,1886.22,nonwin2_12.png
23,2,32,1,1,1,1230.24,nonwin7.png
23,2,33,2,1,1,1670.14,nonwin11.png
23,2,34,2,2,1,2022.23,nonwex2_3.png
23,2,35,1,1,1,1062.24,nonwin3.png
23,2,36,1,1,1,1838.23,nonwex1.png
23,2,37,2,1,1,1779.56,nonwex8.png
23,2,38,2,1,1,2246.24,nonwex2_11.png
23,2,39,1,1,1,2182.24,nonwex2_4.png
23,2,40,2,2,1,1694.26,nonwin4.png
23,2,41,2,2,1,1934.22,nonwex9.png
23,2,42,1,1,1,1310.24,nonwex2_6.png
23,2,43,1,1,1,1174.23,nonwin5.png
23,2,44,2,2,1,1550.23,nonwin1.png
23,2,45,2,2,1,1640.9,nonwex10.png
23,2,46,2,1,1,1184.88,nonwex2_12.png
23,2,47,1,2,1,1542.23,nonwin2_9.png
23,2,48,1,2,1,1758.23,nonwin12.png
24,2,1,1,2,1,895.27,nonwex2_2.png
24,2,2,2,2,1,860.63,nonwin2_1.png
24,2,3,2,2,1,1468.64,nonwin6.png
24,2,4,2,2,1,1284.65,nonwex2_7.png
24,2,5,1,2,1,1068.64,nonwin5.png
24,2,6,2,1,1,791.27,nonwin2_4.png
24,2,7,2,1,1,935.2,nonwin12.png
24,2,8,1,1,1,663.32,nonwin2_9.png
24,2,9,1,1,1,607.3,nonwex7.png
24,2,10,2,1,1,927.26,nonwin8.png
24,2,11,1,1,1,844.66,nonwin4.png
24,2,12,2,2,1,1201.99,nonwin2_7.png
24,2,13,1,1,1,833.92,nonwex1.png
24,2,14,2,1,1,1089.89,nonwex2_5.png
24,2,15,1,2,1,913.97,nonwin11.png
24,2,16,2,1,1,969.87,nonwin2_8.png
24,2,17,2,2,1,1047.32,nonwex2_9.png
24,2,18,2,2,1,1063.3,nonwin7.png
24,2,19,1,2,1,831.31,nonwin2_3.png
24,2,20,2,2,1,1129.99,nonwex2_8.png
24,2,21,2,2,1,1329.96,nonwin2_11.png
24,2,22,2,1,1,729.95,nonwex6.png
24,2,23,1,1,1,705.97,nonwex12.png
24,2,24,1,2,1,793.98,nonwin10.png
24,2,25,2,1,1,1065.98,nonwex2.png
24,2,26,2,1,1,764.65,nonwin2_2.png
24,2,27,1,1,1,820.65,nonwin2_5.png
24,2,28,2,2,1,828.53,nonwex2_11.png
24,2,29,1,1,1,788.63,nonwin2_10.png
24,2,30,1,1,1,868.63,nonwex2_1.png
24,2,31,1,1,1,628.63,nonwex2_12.png
24,2,32,1,2,1,964.64,nonwex2_4.png
24,2,33,2,2,1,1201.97,nonwin1.png
24,2,34,1,2,1,857.98,nonwex2_3.png
24,2,35,2,1,1,724.66,nonwin2.png
24,2,36,1,1,1,844.67,nonwin2_12.png
24,2,37,2,1,1,940.61,nonwex3.png
24,2,38,1,2,1,828.51,nonwex10.png
24,2,39,1,1,1,708.56,nonwex2_10.png
24,2,40,1,2,1,900.62,nonwin3.png
24,2,41,2,2,1,1220.64,nonwex11.png
24,2,42,1,2,1,769.95,nonwin9.png
24,2,43,1,1,1,769.97,nonwin2_6.png
24,2,44,2,1,1,1111.29,nonwex4.png
24,2,45,2,2,1,1015.19,nonwex2_6.png
24,2,46,2,1,1,767.31,nonwex8.png
24,2,47,1,1,1,767.31,nonwex9.png
24,2,48,1,1,1,1324.65,nonwex5.png
25,2,1,2,1,1,1033.43,nonwin3.png
25,2,2,1,2,1,849.5,nonwex2_9.png
25,2,3,1,2,1,1117.14,nonwex11.png
25,2,4,1,2,1,1480.88,nonwin2.png
25,2,5,2,1,1,1572.41,nonwin11.png
25,2,6,1,2,1,1679.82,nonwin2_1.png
25,2,7,1,2,1,1291.38,nonwex2.png
25,2,8,1,2,1,879.09,nonwex4.png
25,2,9,2,2,1,2402.68,nonwex1.png
25,2,10,2,1,1,958.17,nonwex7.png
25,2,11,1,2,1,969.92,nonwin2_8.png
25,2,12,2,2,1,1597.33,nonwex12.png
25,2,13,1,2,1,968.87,nonwex2_6.png
25,2,14,1,1,1,676.43,nonwex2_5.png
25,2,15,2,1,1,1864.14,nonwin2_6.png
25,2,16,2,2,1,1867.55,nonwin9.png
25,2,17,2,2,1,1455.21,nonwex10.png
25,2,18,1,1,1,1170.85,nonwin8.png
25,2,19,2,2,1,1854.25,nonwin2_9.png
25,2,20,1,1,1,1649.66,nonwex2_8.png
25,2,21,1,1,1,1309.28,nonwin2_2.png
25,2,22,2,1,1,1217.2,nonwex9.png
25,2,23,1,2,1,1188.44,nonwex2_11.png
25,2,24,1,2,1,856.1,nonwin2_7.png
25,2,25,2,1,1,1387.88,nonwex5.png
25,2,26,1,1,1,911.26,nonwin6.png
25,2,27,1,1,1,1538.97,nonwin2_11.png
25,2,28,1,1,1,1078.28,nonwin7.png
25,2,29,2,1,1,2490.12,nonwex2_3.png
25,2,30,2,1,1,2037.67,nonwex2_1.png
25,2,31,2,1,1,1009.02,nonwex2_12.png
25,2,32,2,2,1,764.61,nonwin2_3.png
25,2,33,1,2,1,1248.17,nonwex2_7.png
25,2,34,2,2,1,1099.75,nonwin2_10.png
25,2,35,1,2,1,935.54,nonwin12.png
25,2,36,2,1,1,1331.03,nonwin2_12.png
25,2,37,1,1,1,1982.73,nonwin1.png
25,2,38,2,1,1,1018.04,nonwin5.png
25,2,39,2,1,1,1093.82,nonwex2_10.png
25,2,40,1,1,1,1297.42,nonwex3.png
25,2,41,1,2,1,1124.7,nonwex8.png
25,2,42,2,2,1,960.43,nonwin4.png
25,2,43,1,2,1,828.14,nonwin2_4.png
25,2,44,2,2,1,687.74,nonwex2_4.png
25,2,45,2,2,1,1643.29,nonwex2_2.png
25,2,46,2,2,1,1726.8,nonwin2_5.png
25,2,47,2,2,1,1554.15,nonwin10.png
25,2,48,1,2,1,901.89,nonwex6.png
26,2,1,2,2,1,950.48,nonwex2_2.png
26,2,2,1,2,1,831.84,nonwex2_11.png
26,2,3,2,1,1,1041.05,nonwex6.png
26,2,4,2,1,1,858.63,nonwin2_4.png
26,2,5,2,2,1,1156.05,nonwex4.png
26,2,6,2,1,1,2357.24,nonwin8.png
26,2,7,2,1,1,1758.61,nonwin2_1.png
26,2,8,2,2,1,944.28,nonwex11.png
26,2,9,1,2,1,1809.38,nonwin9.png
26,2,10,2,2,1,1355,nonwex2_6.png
26,2,11,1,1,1,884.32,nonwin4.png
26,2,12,2,2,1,1829.81,nonwex2_10.png
26,2,13,1,1,1,983.01,nonwex2_9.png
26,2,14,2,2,1,1208.47,nonwex1.png
26,2,15,2,1,1,1145.93,nonwin12.png
26,2,16,1,2,1,1531.25,nonwex7.png
26,2,17,1,0,0,0,nonwex2_8.png
26,2,18,2,2,1,1022.13,nonwin2_3.png
26,2,19,1,2,1,1375.55,nonwex2_1.png
26,2,20,1,2,1,2192.85,nonwex2_12.png
26,2,21,1,1,1,2218.18,nonwex8.png
26,2,22,1,2,1,1651.67,nonwex2_3.png
26,2,23,1,1,1,2581.02,nonwin1.png
26,2,24,1,1,1,1166.28,nonwin2.png
26,2,25,1,2,1,1303.75,nonwex2.png
26,2,26,2,2,1,1240.96,nonwin3.png
26,2,27,1,2,1,2138.63,nonwex3.png
26,2,28,2,2,1,2123.95,nonwin2_9.png
26,2,29,2,1,1,1909.33,nonwin2_5.png
26,2,30,1,2,1,1862.73,nonwin2_11.png
26,2,31,1,2,1,1007.92,nonwin11.png
26,2,32,2,2,1,2017.58,nonwin5.png
26,2,33,2,2,1,1370.87,nonwin2_8.png
26,2,34,1,2,1,2524.17,nonwex10.png
26,2,35,1,1,1,1149.68,nonwex2_5.png
26,2,36,1,1,1,855.09,nonwin2_7.png
26,2,37,2,1,1,1184.41,nonwex12.png
26,2,38,1,0,0,0,nonwex9.png
26,2,39,2,2,1,1579.11,nonwex2_4.png
26,2,40,2,1,1,1012.57,nonwin7.png
26,2,41,2,1,1,2037.92,nonwin10.png
26,2,42,2,1,1,1415.41,nonwin2_10.png
26,2,43,1,1,1,1248.62,nonwex5.png
26,2,44,2,0,0,0,nonwex2_7.png
26,2,45,2,2,1,1427.55,nonwin2_2.png
26,2,46,1,1,1,1420.98,nonwin2_12.png
26,2,47,1,1,1,1086.3,nonwin6.png
26,2,48,1,1,1,2095.74,nonwin2_6.png
27,2,1,1,2,1,866.86,nonwin2_8.png
27,2,2,2,2,1,1434.97,nonwin2_6.png
27,2,3,2,1,1,1050.98,nonwin4.png
27,2,4,1,1,1,1050.97,nonwex2_10.png
27,2,5,1,2,1,938.97,nonwin2_5.png
27,2,6,2,1,1,1450.94,nonwex9.png
27,2,7,2,2,1,1162.98,nonwex2_3.png
27,2,8,1,1,1,1096.31,nonwin2_1.png
27,2,9,2,2,1,1125.52,nonwex10.png
27,2,10,2,2,1,1005.57,nonwin1.png
27,2,11,2,1,1,898.96,nonwex3.png
27,2,12,2,2,1,1221.57,nonwin2_11.png
27,2,13,1,1,1,837.6,nonwin2_2.png
27,2,14,1,1,1,893.45,nonwex2_2.png
27,2,15,1,1,1,1021.62,nonwin2_9.png
27,2,16,1,2,1,1093.54,nonwin5.png
27,2,17,2,2,1,1173.54,nonwex7.png
27,2,18,2,2,1,877.63,nonwex2.png
27,2,19,2,2,1,1066.87,nonwex2_1.png
27,2,20,1,2,1,1178.96,nonwin2_3.png
27,2,21,2,1,1,992.16,nonwin11.png
27,2,22,1,2,1,962.94,nonwex2_4.png
27,2,23,2,2,1,1058.96,nonwin2_7.png
27,2,24,2,2,1,866.87,nonwex2_12.png
27,2,25,2,1,1,1130.96,nonwin2.png
27,2,26,1,1,1,1242.95,nonwex4.png
27,2,27,1,2,1,954.97,nonwin7.png
27,2,28,2,1,1,1194.97,nonwex2_9.png
27,2,29,1,2,1,1272.2,nonwin2_10.png
27,2,30,2,1,1,1338.96,nonwex5.png
27,2,31,2,1,1,1118.08,nonwin6.png
27,2,32,1,1,1,1002.94,nonwex1.png
27,2,33,1,2,1,842.96,nonwin2_4.png
27,2,34,2,1,1,1218.96,nonwex2_8.png
27,2,35,1,1,1,946.87,nonwex6.png
27,2,36,2,2,1,970.96,nonwin2_12.png
27,2,37,1,2,1,896.29,nonwin10.png
27,2,38,1,2,1,896.15,nonwex11.png
27,2,39,1,2,1,925.53,nonwin3.png
27,2,40,2,2,1,914.97,nonwin9.png
27,2,41,2,1,1,930.96,nonwex2_5.png
27,2,42,1,2,1,1152.3,nonwex2_7.png
27,2,43,1,1,1,954.97,nonwex2_6.png
27,2,44,2,2,1,1202.96,nonwex2_11.png
27,2,45,1,2,1,922.86,nonwin8.png
27,2,46,1,2,1,882.95,nonwex12.png
27,2,47,2,1,1,1122.96,nonwex8.png
27,2,48,1,2,1,962.96,nonwin12.png
28,2,1,2,1,1,792.19,nonwin2_2.png
28,2,2,2,2,1,1112.31,nonwin2_4.png
28,2,3,1,1,1,1024.32,nonwex1.png
28,2,4,1,2,1,1160.16,nonwex5.png
28,2,5,2,2,1,1000.19,nonwin2_1.png
28,2,6,2,1,1,1037.62,nonwin7.png
28,2,7,1,1,1,1184.21,nonwin3.png
28,2,8,2,2,1,888.28,nonwin1.png
28,2,9,2,2,1,1080.21,nonwin2_11.png
28,2,10,1,1,1,984.21,nonwin2_5.png
28,2,11,2,1,1,1280.17,nonwin6.png
28,2,12,1,1,1,824.32,nonwex12.png
28,2,13,2,2,1,944.28,nonwex2_8.png
28,2,14,1,1,1,778.96,nonwin9.png
28,2,15,2,1,1,730.95,nonwin12.png
28,2,16,2,1,1,1216.31,nonwex3.png
28,2,17,1,2,1,936.24,nonwin2_9.png
28,2,18,1,1,1,1328.29,nonwex7.png
28,2,19,2,2,1,944.29,nonwin2.png
28,2,20,2,1,1,832.28,nonwex2.png
28,2,21,2,2,1,768.28,nonwin2_8.png
28,2,22,2,1,1,1138.97,nonwex8.png
28,2,23,1,1,1,1338.95,nonwin10.png
28,2,24,1,2,1,1066.87,nonwex2_10.png
28,2,25,2,1,1,1066.87,nonwex2_9.png
28,2,26,1,1,1,714.86,nonwin4.png
28,2,27,1,2,1,1170.96,nonwin11.png
28,2,28,2,2,1,1026.87,nonwex2_11.png
28,2,29,2,2,1,1229.61,nonwin8.png
28,2,30,1,1,1,1093.63,nonwin5.png
28,2,31,2,1,1,1197.58,nonwex11.png
28,2,32,1,1,1,1173.55,nonwin2_3.png
28,2,33,1,2,1,893.52,nonwex2_3.png
28,2,34,1,2,1,1189.62,nonwin2_10.png
28,2,35,2,2,1,1085.61,nonwex2_5.png
28,2,36,1,2,1,946.85,nonwex2_4.png
28,2,37,1,2,1,829.64,nonwex2_12.png
28,2,38,2,1,1,1093.55,nonwin2_7.png
28,2,39,1,2,1,1013.55,nonwex2_1.png
28,2,40,2,1,1,941.63,nonwex4.png
28,2,41,1,1,1,893.47,nonwex9.png
28,2,42,2,2,1,997.58,nonwex2_7.png
28,2,43,2,2,1,970.84,nonwex2_6.png
28,2,44,1,2,1,1474.91,nonwin2_6.png
28,2,45,2,2,1,1386.88,nonwex6.png
28,2,46,1,1,1,816.31,nonwin2_12.png
28,2,47,1,2,1,898.95,nonwex2_2.png
28,2,48,1,2,1,786.87,nonwex10.png
29,2,1,2,1,1,1613.77,nonwex5.png
29,2,2,1,2,1,1026.1,nonwin8.png
29,2,3,1,1,1,1342.43,nonwin6.png
29,2,4,1,2,1,1522.77,nonwin2_2.png
29,2,5,1,2,1,1487.19,nonwex8.png
29,2,6,1,2,1,955.49,nonwex2_6.png
29,2,7,2,1,1,975.92,nonwin2_10.png
29,2,8,2,2,1,1564.27,nonwex2_3.png
29,2,9,2,2,1,1448.61,nonwex2_4.png
29,2,10,2,2,1,789.04,nonwex2_2.png
29,2,11,1,1,1,1065.4,nonwin12.png
29,2,12,2,2,1,1485.76,nonwex2_10.png
29,2,13,2,2,1,1265.88,nonwin11.png
29,2,14,2,2,1,1062.44,nonwin2_6.png
29,2,15,1,2,1,1218.84,nonwex2_5.png
29,2,16,1,2,1,1263.25,nonwex2_7.png
29,2,17,2,2,1,1163.52,nonwin2_5.png
29,2,18,2,2,1,1311.98,nonwin2_3.png
29,2,19,1,2,1,1228.25,nonwin7.png
29,2,20,1,2,1,1256.61,nonwex2_9.png
29,2,21,1,1,1,932.97,nonwex4.png
29,2,22,2,2,1,1297.39,nonwex9.png
29,2,23,1,2,1,1109.73,nonwin1.png
29,2,24,1,2,1,1034.07,nonwin2_8.png
29,2,25,2,2,1,1014.45,nonwex1.png
29,2,26,1,2,1,978.82,nonwex2_8.png
29,2,27,1,2,1,839.24,nonwex6.png
29,2,28,1,1,1,1051.32,nonwex3.png
29,2,29,1,2,1,1191.94,nonwin2_11.png
29,2,30,2,2,1,1492.35,nonwex10.png
29,2,31,2,2,1,976.71,nonwin4.png
29,2,32,1,2,1,1148.99,nonwex2.png
29,2,33,2,2,1,729.4,nonwin2_9.png
29,2,34,1,1,1,1053.72,nonwin2_1.png
29,2,35,2,2,1,1346.12,nonwex2_12.png
29,2,36,1,2,1,1814.45,nonwex11.png
29,2,37,2,2,1,1074.89,nonwin2_12.png
29,2,38,1,2,1,767.18,nonwex2_11.png
29,2,39,1,2,1,955.54,nonwin2_7.png
29,2,40,2,2,1,879.93,nonwex12.png
29,2,41,1,2,1,1316.27,nonwin2_4.png
29,2,42,2,2,1,1864.71,nonwex2_1.png
29,2,43,2,2,1,1244.87,nonwin3.png
29,2,44,2,2,1,1041.45,nonwin9.png
29,2,45,1,2,1,893.82,nonwin2.png
29,2,46,2,2,1,1242.16,nonwin5.png
29,2,47,2,2,1,1678.49,nonwex7.png
29,2,48,2,1,1,1322.89,nonwin10.png
30,2,1,1,1,1,1097.68,nonwin2_12.png
30,2,2,1,1,1,518.03,nonwin2_10.png
30,2,3,2,2,1,730.37,nonwin2_1.png
30,2,4,1,1,1,766.82,nonwin5.png
30,2,5,2,1,1,1162.91,nonwex3.png
30,2,6,1,2,1,879.52,nonwex10.png
30,2,7,1,2,1,739.65,nonwex5.png
30,2,8,1,1,1,704.21,nonwin2_5.png
30,2,9,1,1,1,628.62,nonwex2_10.png
30,2,10,2,2,1,1129,nonwex6.png
30,2,11,2,2,1,989.41,nonwex2_5.png
30,2,12,1,2,1,873.71,nonwex2_12.png
30,2,13,1,1,1,1214.06,nonwex2_1.png
30,2,14,1,1,1,818.51,nonwin2_6.png
30,2,15,2,2,1,886.88,nonwex4.png
30,2,16,1,2,1,827.17,nonwin2_3.png
30,2,17,2,2,1,951.63,nonwin2.png
30,2,18,2,2,1,851.91,nonwin7.png
30,2,19,2,2,1,720.31,nonwin8.png
30,2,20,1,2,1,1084.65,nonwex12.png
30,2,21,2,2,1,1649.02,nonwin2_4.png
30,2,22,2,1,1,1149.25,nonwex2_6.png
30,2,23,2,2,1,897.77,nonwin1.png
30,2,24,1,1,1,846.17,nonwex9.png
30,2,25,2,2,1,1522.52,nonwex2_7.png
30,2,26,2,1,1,1006.9,nonwin2_8.png
30,2,27,1,1,1,859.32,nonwex7.png
30,2,28,1,2,1,815.65,nonwin11.png
30,2,29,2,2,1,1932.01,nonwex2.png
30,2,30,1,2,1,896.43,nonwin4.png
30,2,31,1,0,0,0,nonwex2_3.png
30,2,32,1,2,1,921.1,nonwex2_2.png
30,2,33,1,1,1,845.54,nonwex1.png
30,2,34,2,2,1,977.89,nonwex2_11.png
30,2,35,2,2,1,950.24,nonwin6.png
30,2,36,1,1,1,1250.56,nonwin10.png
30,2,37,2,2,1,918.75,nonwex2_8.png
30,2,38,2,2,1,1315.31,nonwin2_11.png
30,2,39,2,2,1,1319.7,nonwin12.png
30,2,40,2,2,1,1156.06,nonwex8.png
30,2,41,1,2,1,1112.45,nonwin9.png
30,2,42,2,2,1,1028.79,nonwin2_7.png
30,2,43,1,0,0,0,nonwin2_9.png
30,2,44,1,1,1,1349.57,nonwin3.png
30,2,45,2,2,1,1604.65,nonwin2_2.png
30,2,46,2,2,1,1953.03,nonwex2_9.png
30,2,47,2,2,1,1021.3,nonwex11.png
30,2,48,1,2,1,865.72,nonwex2_4.png